file_id,cell_line
3490,U-251 MG
3491,CACO-2
3492,HeLa
3493,CACO-2
3494,MCF7
3495,U-2 OS
3496,HEK 293
3497,U-251 MG
3498,RT4
3499,HEK 293
3500,RT4
3501,CACO-2
3502,CACO-2
3503,RT4
3504,U-2 OS
3505,MCF7
3506,CACO-2
3507,U-2 OS
3508,MCF7
3509,U-2 OS
3510,MCF7
3511,A549
3512,MCF7
3513,CACO-2
3514,RT4
3515,PC-3
3516,RT4
3517,A549
3518,MCF7
3519,RT4
3520,U-251 MG
3521,RT4
3522,U-2 OS
3523,U-251 MG
3524,RT4
3525,PC-3
3526,U-251 MG
3527,CACO-2
3528,U-2 OS
3529,A549
3530,RT4
3531,A549
3532,HeLa
3533,U-2 OS
3534,RT4
3535,MCF7
3536,CACO-2
3537,RT4
3538,CACO-2
3539,PC-3
3540,PC-3
3541,CACO-2
3542,RT4
3543,HEK 293
3544,MCF7
3545,RT4
3546,CACO-2
3547,MCF7
3548,U-251 MG
3549,A549
3550,RT4
3551,RT4
3552,HEK 293
3553,U-2 OS
3554,RT4
3555,U-251 MG
3556,PC-3
3557,RT4
3558,PC-3
3559,CACO-2
3560,HeLa
3561,U-2 OS
3562,CACO-2
3563,HEK 293
3564,U-251 MG
3565,U-2 OS
3566,CACO-2
3567,HEK 293
3568,CACO-2
3569,A549
3570,U-251 MG
3571,A549
3572,A549
3573,MCF7
3574,PC-3
3575,HeLa
3576,RT4
3577,MCF7
3578,HeLa
3579,A549
3580,RT4
3581,RT4
3582,PC-3
3583,HeLa
3584,U-251 MG
3585,U-251 MG
3586,PC-3
3587,A549
3588,PC-3
3589,U-251 MG
3590,HEK 293
3591,CACO-2
3592,RT4
3593,HEK 293
3594,MCF7
3595,U-2 OS
3596,HEK 293
3597,PC-3
3598,CACO-2
3599,CACO-2
3600,RT4
3601,RT4
3602,U-2 OS
3603,RT4
3604,CACO-2
3605,PC-3
3606,RT4
3607,A549
3608,RT4
3609,HEK 293
3610,CACO-2
3611,A549
3612,MCF7
3613,A549
3614,HeLa
3615,PC-3
3616,CACO-2
3617,CACO-2
3618,A549
3619,A549
3620,U-251 MG
3621,HEK 293
3622,RT4
3623,PC-3
3624,PC-3
3625,U-251 MG
3626,U-2 OS
3627,CACO-2
3628,CACO-2
3629,RT4
3630,HeLa
3631,HeLa
3632,HeLa
3633,U-251 MG
3634,MCF7
3635,CACO-2
3636,CACO-2
3637,PC-3
3638,CACO-2
3639,PC-3
3640,CACO-2
3641,RT4
3642,CACO-2
3643,HeLa
3644,CACO-2
3645,U-251 MG
3646,A549
3647,RT4
3648,U-251 MG
3649,MCF7
3650,PC-3
3651,U-251 MG
3652,MCF7
3653,HEK 293
3654,CACO-2
3655,HEK 293
3656,A549
3657,MCF7
3658,MCF7
3659,CACO-2
3660,CACO-2
3661,CACO-2
3662,U-2 OS
3663,A549
3664,CACO-2
3665,HeLa
3666,HEK 293
3667,RT4
3668,U-251 MG
3669,U-251 MG
3670,RT4
3671,HeLa
3672,PC-3
3673,U-251 MG
3674,RT4
3675,MCF7
3676,CACO-2
3677,U-251 MG
3678,CACO-2
3679,HEK 293
3680,HEK 293
3681,PC-3
3682,CACO-2
3683,PC-3
3684,A549
3685,U-2 OS
3686,PC-3
3687,U-251 MG
3688,HeLa
3689,PC-3
3690,A549
3691,RT4
3692,MCF7
3693,RT4
3694,RT4
3695,A549
3696,RT4
3697,RT4
3698,RT4
3699,PC-3
3700,RT4
3701,MCF7
3702,A549
3703,U-2 OS
3704,RT4
3705,CACO-2
3706,HeLa
3707,CACO-2
3708,HEK 293
3709,CACO-2
3710,RT4
3711,CACO-2
3712,MCF7
3713,CACO-2
3714,RT4
3715,CACO-2
3716,CACO-2
3717,A549
3718,RT4
3719,U-251 MG
3720,U-251 MG
3721,CACO-2
3722,HeLa
3723,RT4
3724,RT4
3725,HEK 293
3726,MCF7
3727,CACO-2
3728,MCF7
3729,HEK 293
3730,HeLa
3731,MCF7
3732,RT4
3733,U-251 MG
3734,RT4
3735,HEK 293
3736,HEK 293
3737,HEK 293
3738,CACO-2
3739,PC-3
3740,PC-3
3741,RT4
3742,RT4
3743,U-2 OS
3744,MCF7
3745,HEK 293
3746,HEK 293
3747,U-251 MG
3748,U-251 MG
3749,HEK 293
3750,U-251 MG
3751,U-251 MG
3752,MCF7
3753,U-2 OS
3754,PC-3
3755,CACO-2
3756,MCF7
3757,RT4
3758,MCF7
3759,U-251 MG
3760,A549
3761,A549
3762,CACO-2
3763,HEK 293
3764,RT4
3765,RT4
3766,U-251 MG
3767,MCF7
3768,HEK 293
3769,MCF7
3770,CACO-2
3771,U-251 MG
3772,HEK 293
3773,CACO-2
3774,HEK 293
3775,HeLa
3776,RT4
3777,RT4
3778,RT4
3779,U-2 OS
3780,HEK 293
3781,RT4
3782,MCF7
3783,U-251 MG
3784,CACO-2
3785,PC-3
3786,HEK 293
3787,HeLa
3788,MCF7
3789,CACO-2
3790,HEK 293
3791,CACO-2
3792,MCF7
3793,CACO-2
3794,MCF7
3795,HEK 293
3796,PC-3
3797,U-251 MG
3798,PC-3
3799,RT4
3800,U-2 OS
3801,MCF7
3802,A549
3803,RT4
3804,HeLa
3805,CACO-2
3806,CACO-2
3807,MCF7
3808,CACO-2
3809,RT4
3810,HEK 293
3811,HeLa
3812,PC-3
3813,RT4
3814,PC-3
3815,MCF7
3816,U-251 MG
3817,CACO-2
3818,U-2 OS
3819,U-2 OS
3820,HeLa
3821,RT4
3822,PC-3
3823,U-251 MG
3824,CACO-2
3825,HeLa
3826,U-251 MG
3827,A549
3828,RT4
3829,U-2 OS
3830,MCF7
3831,MCF7
3832,U-2 OS
3833,HeLa
3834,CACO-2
3835,MCF7
3836,MCF7
3837,HEK 293
3838,HeLa
3839,RT4
3840,HeLa
3841,A549
3842,CACO-2
3843,CACO-2
3844,RT4
3845,CACO-2
3846,RT4
3847,U-251 MG
3848,HEK 293
3849,CACO-2
3850,U-251 MG
3851,CACO-2
3852,RT4
3853,MCF7
3854,RT4
3855,HeLa
3856,HEK 293
3857,MCF7
3858,U-251 MG
3859,HeLa
3860,U-251 MG
3861,HEK 293
3862,RT4
3863,CACO-2
3864,RT4
3865,HeLa
3866,RT4
3867,PC-3
3868,RT4
3869,U-2 OS
3870,HEK 293
3871,CACO-2
3872,RT4
3873,RT4
3874,PC-3
3875,RT4
3876,U-2 OS
3877,U-2 OS
3878,PC-3
3879,MCF7
3880,HEK 293
3881,A549
3882,PC-3
3883,RT4
3884,U-2 OS
3885,RT4
3886,MCF7
3887,PC-3
3888,RT4
3889,U-251 MG
3890,HEK 293
3891,RT4
3892,CACO-2
3893,HEK 293
3894,MCF7
3895,MCF7
3896,CACO-2
3897,U-2 OS
3898,U-2 OS
3899,U-251 MG
3900,CACO-2
3901,HEK 293
3902,MCF7
3903,U-251 MG
3904,A549
3905,U-251 MG
3906,CACO-2
3907,MCF7
3908,HeLa
3909,CACO-2
3910,HEK 293
3911,U-2 OS
3912,RT4
3913,A549
3914,CACO-2
3915,HEK 293
3916,CACO-2
3917,A549
3918,CACO-2
3919,HEK 293
3920,MCF7
3921,U-251 MG
3922,U-2 OS
3923,HEK 293
3924,A549
3925,MCF7
3926,MCF7
3927,CACO-2
3928,U-251 MG
3929,RT4
3930,MCF7
3931,U-2 OS
3932,U-251 MG
3933,U-251 MG
3934,MCF7
3935,U-251 MG
3936,CACO-2
3937,MCF7
3938,HEK 293
3939,U-2 OS
3940,RT4
3941,U-2 OS
3942,PC-3
3943,HEK 293
3944,MCF7
3945,U-251 MG
3946,PC-3
3947,MCF7
3948,HEK 293
3949,HeLa
3950,RT4
3951,CACO-2
3952,HEK 293
3953,HEK 293
3954,CACO-2
3955,A549
3956,MCF7
3957,CACO-2
3958,PC-3
3959,CACO-2
3960,CACO-2
3961,RT4
3962,HEK 293
3963,MCF7
3964,U-251 MG
3965,RT4
3966,HEK 293
3967,CACO-2
3968,PC-3
3969,RT4
3970,U-251 MG
3971,U-251 MG
3972,RT4
3973,RT4
3974,U-251 MG
3975,CACO-2
3976,U-2 OS
3977,MCF7
3978,U-251 MG
3979,HEK 293
3980,RT4
3981,HEK 293
3982,A549
3983,CACO-2
3984,CACO-2
3985,RT4
3986,U-2 OS
3987,CACO-2
3988,U-251 MG
3989,U-251 MG
3990,RT4
3991,RT4
3992,PC-3
3993,HEK 293
3994,RT4
3995,HEK 293
3996,MCF7
3997,CACO-2
3998,HEK 293
3999,A549
4000,U-251 MG
4001,HEK 293
4002,U-251 MG
4003,MCF7
4004,PC-3
4005,RT4
4006,RT4
4007,U-251 MG
4008,U-251 MG
4009,U-2 OS
4010,U-2 OS
4011,U-2 OS
4012,HEK 293
4013,PC-3
4014,PC-3
4015,CACO-2
4016,CACO-2
4017,MCF7
4018,CACO-2
4019,CACO-2
4020,RT4
4021,U-251 MG
4022,RT4
4023,A549
4024,PC-3
4025,HEK 293
4026,RT4
4027,RT4
4028,U-251 MG
4029,PC-3
4030,MCF7
4031,A549
4032,MCF7
4033,HEK 293
4034,A549
4035,RT4
4036,A549
4037,RT4
4038,U-2 OS
4039,CACO-2
4040,MCF7
4041,HEK 293
4042,A549
4043,CACO-2
4044,U-2 OS
4045,RT4
4046,CACO-2
4047,U-2 OS
4048,CACO-2
4049,RT4
4050,CACO-2
4051,RT4
4052,HEK 293
4053,RT4
4054,CACO-2
4055,RT4
4056,PC-3
4057,U-2 OS
4058,U-251 MG
4059,PC-3
4060,MCF7
4061,RT4
4062,A549
4063,RT4
4064,A549
4065,CACO-2
4066,U-251 MG
4067,PC-3
4068,MCF7
4069,MCF7
4070,U-251 MG
4071,RT4
4072,MCF7
4073,RT4
4074,U-251 MG
4075,CACO-2
4076,RT4
4077,MCF7
4078,CACO-2
4079,PC-3
4080,U-251 MG
4081,U-251 MG
4082,RT4
4083,CACO-2
4084,RT4
4085,CACO-2
4086,RT4
4087,HeLa
4088,CACO-2
4089,CACO-2
4090,U-2 OS
4091,RT4
4092,HEK 293
4093,MCF7
4094,RT4
4095,HeLa
4096,RT4
4097,U-2 OS
4098,CACO-2
4099,A549
4100,MCF7
4101,RT4
4102,RT4
4103,RT4
4104,MCF7
4105,HEK 293
4106,RT4
4107,CACO-2
4108,MCF7
4109,CACO-2
4110,U-251 MG
4111,CACO-2
4112,RT4
4113,U-2 OS
4114,RT4
4115,RT4
4116,A549
4117,U-251 MG
4118,RT4
4119,U-2 OS
4120,RT4
4121,PC-3
4122,U-251 MG
4123,HEK 293
4124,A549
4125,MCF7
4126,HEK 293
4127,PC-3
4128,CACO-2
4129,RT4
4130,HEK 293
4131,U-251 MG
4132,RT4
4133,RT4
4134,CACO-2
4135,RT4
4136,A549
4137,MCF7
4138,MCF7
4139,HEK 293
4140,HEK 293
4141,HEK 293
4142,PC-3
4143,RT4
4144,RT4
4145,U-2 OS
4146,U-251 MG
4147,MCF7
4148,CACO-2
4149,RT4
4150,MCF7
4151,U-2 OS
4152,U-2 OS
4153,MCF7
4154,HeLa
4155,CACO-2
4156,A549
4157,RT4
4158,RT4
4159,U-251 MG
4160,HeLa
4161,RT4
4162,RT4
4163,CACO-2
4164,CACO-2
4165,U-251 MG
4166,MCF7
4167,RT4
4168,HEK 293
4169,MCF7
4170,CACO-2
4171,PC-3
4172,RT4
4173,RT4
4174,HeLa
4175,A549
4176,CACO-2
4177,HEK 293
4178,RT4
4179,U-251 MG
4180,RT4
4181,U-2 OS
4182,U-251 MG
4183,A549
4184,HEK 293
4185,MCF7
4186,HEK 293
4187,U-251 MG
4188,HEK 293
4189,U-2 OS
4190,RT4
4191,RT4
4192,U-251 MG
4193,CACO-2
4194,U-251 MG
4195,HeLa
4196,CACO-2
4197,U-251 MG
4198,RT4
4199,HEK 293
4200,CACO-2
4201,HEK 293
4202,A549
4203,RT4
4204,RT4
4205,MCF7
4206,HEK 293
4207,RT4
4208,RT4
4209,U-2 OS
4210,U-251 MG
4211,MCF7
4212,CACO-2
4213,PC-3
4214,RT4
4215,CACO-2
4216,HEK 293
4217,A549
4218,RT4
4219,CACO-2
4220,CACO-2
4221,RT4
4222,CACO-2
4223,MCF7
4224,RT4
4225,U-251 MG
4226,HEK 293
4227,RT4
4228,U-2 OS
4229,U-2 OS
4230,U-2 OS
4231,A549
4232,MCF7
4233,CACO-2
4234,HEK 293
4235,MCF7
4236,MCF7
4237,RT4
4238,MCF7
4239,CACO-2
4240,MCF7
4241,HEK 293
4242,RT4
4243,CACO-2
4244,U-251 MG
4245,HEK 293
4246,CACO-2
4247,U-251 MG
4248,U-2 OS
4249,RT4
4250,CACO-2
4251,A549
4252,RT4
4253,HeLa
4254,CACO-2
4255,HEK 293
4256,U-251 MG
4257,MCF7
4258,RT4
4259,RT4
4260,PC-3
4261,CACO-2
4262,RT4
4263,RT4
4264,RT4
4265,MCF7
4266,HeLa
4267,RT4
4268,HEK 293
4269,A549
4270,PC-3
4271,CACO-2
4272,CACO-2
4273,RT4
4274,CACO-2
4275,CACO-2
4276,U-251 MG
4277,CACO-2
4278,CACO-2
4279,CACO-2
4280,RT4
4281,CACO-2
4282,A549
4283,HEK 293
4284,U-251 MG
4285,U-251 MG
4286,CACO-2
4287,PC-3
4288,A549
4289,HEK 293
4290,U-251 MG
4291,CACO-2
4292,HEK 293
4293,MCF7
4294,U-251 MG
4295,RT4
4296,RT4
4297,U-2 OS
4298,PC-3
4299,HEK 293
4300,HEK 293
4301,MCF7
4302,CACO-2
4303,U-2 OS
4304,PC-3
4305,RT4
4306,RT4
4307,RT4
4308,CACO-2
4309,HEK 293
4310,HEK 293
4311,U-251 MG
4312,PC-3
4313,HEK 293
4314,RT4
4315,U-251 MG
4316,U-2 OS
4317,CACO-2
4318,RT4
4319,PC-3
4320,U-2 OS
4321,MCF7
4322,RT4
4323,HEK 293
4324,MCF7
4325,CACO-2
4326,U-251 MG
4327,HeLa
4328,PC-3
4329,A549
4330,HeLa
4331,RT4
4332,PC-3
4333,U-251 MG
4334,PC-3
4335,PC-3
4336,MCF7
4337,A549
4338,RT4
4339,U-251 MG
4340,HeLa
4341,U-2 OS
4342,HEK 293
4343,A549
4344,RT4
4345,U-251 MG
4346,MCF7
4347,RT4
4348,RT4
4349,A549
4350,CACO-2
4351,PC-3
4352,U-251 MG
4353,CACO-2
4354,CACO-2
4355,MCF7
4356,RT4
4357,CACO-2
4358,HEK 293
4359,RT4
4360,PC-3
4361,HEK 293
4362,RT4
4363,HeLa
4364,CACO-2
4365,U-251 MG
4366,RT4
4367,CACO-2
4368,CACO-2
4369,U-251 MG
4370,RT4
4371,HeLa
4372,HEK 293
4373,U-2 OS
4374,HeLa
4375,A549
4376,HEK 293
4377,RT4
4378,A549
4379,CACO-2
4380,RT4
4381,A549
4382,CACO-2
4383,HEK 293
4384,RT4
4385,U-2 OS
4386,PC-3
4387,MCF7
4388,PC-3
4389,MCF7
4390,PC-3
4391,CACO-2
4392,RT4
4393,HEK 293
4394,CACO-2
4395,CACO-2
4396,U-251 MG
4397,HEK 293
4398,PC-3
4399,CACO-2
4400,RT4
4401,U-2 OS
4402,A549
4403,MCF7
4404,MCF7
4405,HEK 293
4406,PC-3
4407,HEK 293
4408,HEK 293
4409,PC-3
4410,RT4
4411,A549
4412,HeLa
4413,U-251 MG
4414,RT4
4415,HEK 293
4416,U-2 OS
4417,RT4
4418,CACO-2
4419,HEK 293
4420,CACO-2
4421,CACO-2
4422,U-251 MG
4423,RT4
4424,RT4
4425,HEK 293
4426,HEK 293
4427,HEK 293
4428,A549
4429,PC-3
4430,CACO-2
4431,HEK 293
4432,A549
4433,MCF7
4434,RT4
4435,CACO-2
4436,HeLa
4437,RT4
4438,PC-3
4439,PC-3
4440,CACO-2
4441,PC-3
4442,MCF7
4443,MCF7
4444,RT4
4445,HEK 293
4446,PC-3
4447,HEK 293
4448,CACO-2
4449,U-2 OS
4450,CACO-2
4451,U-251 MG
4452,MCF7
4453,RT4
4454,RT4
4455,RT4
4456,RT4
4457,RT4
4458,PC-3
4459,CACO-2
4460,RT4
4461,CACO-2
4462,CACO-2
4463,RT4
4464,U-251 MG
4465,PC-3
4466,CACO-2
4467,U-2 OS
4468,HeLa
4469,HEK 293
4470,RT4
4471,CACO-2
4472,HEK 293
4473,HeLa
4474,HeLa
4475,RT4
4476,HEK 293
4477,U-251 MG
4478,MCF7
4479,RT4
4480,MCF7
4481,CACO-2
4482,CACO-2
4483,HEK 293
4484,CACO-2
4485,PC-3
4486,RT4
4487,U-251 MG
4488,MCF7
4489,HeLa
4490,CACO-2
4491,RT4
4492,U-251 MG
4493,CACO-2
4494,RT4
4495,MCF7
4496,CACO-2
4497,HEK 293
4498,CACO-2
4499,MCF7
4500,HeLa
4501,HEK 293
4502,A549
4503,MCF7
4504,MCF7
4505,CACO-2
4506,U-251 MG
4507,A549
4508,HEK 293
4509,HeLa
4510,RT4
4511,HeLa
4512,MCF7
4513,U-251 MG
4514,U-2 OS
4515,CACO-2
4516,CACO-2
4517,A549
4518,RT4
4519,PC-3
4520,U-2 OS
4521,PC-3
4522,HEK 293
4523,CACO-2
4524,CACO-2
4525,A549
4526,RT4
4527,CACO-2
4528,A549
4529,U-251 MG
4530,RT4
4531,MCF7
4532,A549
4533,HEK 293
4534,RT4
4535,CACO-2
4536,HEK 293
4537,HeLa
4538,A549
4539,HeLa
4540,RT4
4541,MCF7
4542,HEK 293
4543,U-2 OS
4544,PC-3
4545,U-251 MG
4546,RT4
4547,A549
4548,CACO-2
4549,HeLa
4550,U-2 OS
4551,U-2 OS
4552,RT4
4553,HeLa
4554,CACO-2
4555,CACO-2
4556,U-251 MG
4557,U-251 MG
4558,U-2 OS
4559,RT4
4560,CACO-2
4561,HeLa
4562,HEK 293
4563,HEK 293
4564,U-251 MG
4565,MCF7
4566,A549
4567,HEK 293
4568,CACO-2
4569,RT4
4570,MCF7
4571,RT4
4572,CACO-2
4573,HEK 293
4574,HEK 293
4575,RT4
4576,MCF7
4577,RT4
4578,PC-3
4579,CACO-2
4580,U-251 MG
4581,MCF7
4582,CACO-2
4583,MCF7
4584,U-2 OS
4585,HEK 293
4586,RT4
4587,A549
4588,HeLa
4589,HeLa
4590,MCF7
4591,CACO-2
4592,MCF7
4593,HeLa
4594,PC-3
4595,RT4
4596,RT4
4597,U-2 OS
4598,A549
4599,U-2 OS
4600,U-2 OS
4601,RT4
4602,U-251 MG
4603,HEK 293
4604,RT4
4605,HEK 293
4606,U-2 OS
4607,U-251 MG
4608,CACO-2
4609,PC-3
4610,PC-3
4611,MCF7
4612,U-2 OS
4613,MCF7
4614,PC-3
4615,U-251 MG
4616,U-251 MG
4617,U-2 OS
4618,U-2 OS
4619,MCF7
4620,PC-3
4621,CACO-2
4622,A549
4623,CACO-2
4624,RT4
4625,MCF7
4626,RT4
4627,MCF7
4628,CACO-2
4629,CACO-2
4630,CACO-2
4631,A549
4632,MCF7
4633,PC-3
4634,U-251 MG
4635,U-2 OS
4636,U-2 OS
4637,CACO-2
4638,CACO-2
4639,A549
4640,U-251 MG
4641,U-251 MG
4642,U-2 OS
4643,HeLa
4644,HEK 293
4645,U-2 OS
4646,A549
4647,HeLa
4648,CACO-2
4649,CACO-2
4650,U-251 MG
4651,A549
4652,RT4
4653,MCF7
4654,PC-3
4655,RT4
4656,HEK 293
4657,CACO-2
4658,RT4
4659,HEK 293
4660,PC-3
4661,HEK 293
4662,MCF7
4663,RT4
4664,HEK 293
4665,HEK 293
4666,U-251 MG
4667,CACO-2
4668,RT4
4669,A549
4670,CACO-2
4671,RT4
4672,A549
4673,A549
4674,RT4
4675,HeLa
4676,MCF7
4677,CACO-2
4678,CACO-2
4679,MCF7
4680,MCF7
4681,A549
4682,MCF7
4683,RT4
4684,RT4
4685,HEK 293
4686,MCF7
4687,U-251 MG
4688,U-251 MG
4689,CACO-2
4690,CACO-2
4691,RT4
4692,RT4
4693,HEK 293
4694,U-251 MG
4695,HEK 293
4696,U-251 MG
4697,MCF7
4698,RT4
4699,RT4
4700,CACO-2
4701,A549
4702,MCF7
4703,RT4
4704,HEK 293
4705,CACO-2
4706,RT4
4707,CACO-2
4708,HEK 293
4709,RT4
4710,RT4
4711,MCF7
4712,HeLa
4713,RT4
4714,RT4
4715,MCF7
4716,RT4
4717,MCF7
4718,CACO-2
4719,A549
4720,MCF7
4721,MCF7
4722,PC-3
4723,CACO-2
4724,MCF7
4725,MCF7
4726,U-2 OS
4727,HeLa
4728,HEK 293
4729,RT4
4730,HEK 293
4731,RT4
4732,MCF7
4733,RT4
4734,A549
4735,HEK 293
4736,CACO-2
4737,CACO-2
4738,RT4
4739,CACO-2
4740,CACO-2
4741,MCF7
4742,HEK 293
4743,MCF7
4744,CACO-2
4745,MCF7
4746,HEK 293
4747,PC-3
4748,U-251 MG
4749,U-251 MG
4750,CACO-2
4751,CACO-2
4752,HEK 293
4753,CACO-2
4754,RT4
4755,CACO-2
4756,HEK 293
4757,RT4
4758,HEK 293
4759,A549
4760,U-2 OS
4761,RT4
4762,U-2 OS
4763,CACO-2
4764,HEK 293
4765,U-2 OS
4766,U-251 MG
4767,U-251 MG
4768,CACO-2
4769,RT4
4770,MCF7
4771,HeLa
4772,HeLa
4773,MCF7
4774,CACO-2
4775,HEK 293
4776,CACO-2
4777,A549
4778,MCF7
4779,A549
4780,MCF7
4781,PC-3
4782,RT4
4783,U-251 MG
4784,A549
4785,CACO-2
4786,A549
4787,HEK 293
4788,PC-3
4789,CACO-2
4790,RT4
4791,A549
4792,PC-3
4793,U-2 OS
4794,HEK 293
4795,RT4
4796,MCF7
4797,CACO-2
4798,CACO-2
4799,A549
4800,U-251 MG
4801,U-251 MG
4802,HEK 293
4803,RT4
4804,RT4
4805,MCF7
4806,MCF7
4807,CACO-2
4808,A549
4809,RT4
4810,A549
4811,RT4
4812,HEK 293
4813,MCF7
4814,RT4
4815,HEK 293
4816,RT4
4817,PC-3
4818,U-251 MG
4819,A549
4820,CACO-2
4821,HEK 293
4822,RT4
4823,RT4
4824,U-2 OS
4825,HeLa
4826,RT4
4827,RT4
4828,CACO-2
4829,U-251 MG
4830,MCF7
4831,A549
4832,U-251 MG
4833,U-2 OS
4834,MCF7
4835,CACO-2
4836,CACO-2
4837,HEK 293
4838,RT4
4839,CACO-2
4840,RT4
4841,HEK 293
4842,MCF7
4843,PC-3
4844,MCF7
4845,HeLa
4846,CACO-2
4847,PC-3
4848,A549
4849,U-2 OS
4850,MCF7
4851,CACO-2
4852,A549
4853,HEK 293
4854,CACO-2
4855,RT4
4856,PC-3
4857,U-2 OS
4858,CACO-2
4859,U-2 OS
4860,HEK 293
4861,CACO-2
4862,CACO-2
4863,CACO-2
4864,HEK 293
4865,MCF7
4866,MCF7
4867,MCF7
4868,RT4
4869,CACO-2
4870,A549
4871,RT4
4872,U-2 OS
4873,A549
4874,U-251 MG
4875,MCF7
4876,U-251 MG
4877,CACO-2
4878,U-2 OS
4879,PC-3
4880,CACO-2
4881,RT4
4882,HeLa
4883,U-2 OS
4884,HEK 293
4885,HeLa
4886,RT4
4887,HEK 293
4888,HeLa
4889,HEK 293
4890,HEK 293
4891,MCF7
4892,U-251 MG
4893,RT4
4894,MCF7
4895,RT4
4896,A549
4897,A549
4898,A549
4899,A549
4900,A549
4901,U-2 OS
4902,A549
4903,MCF7
4904,U-251 MG
4905,RT4
4906,CACO-2
4907,HeLa
4908,HEK 293
4909,MCF7
4910,U-2 OS
4911,U-251 MG
4912,RT4
4913,HEK 293
4914,CACO-2
4915,U-2 OS
4916,CACO-2
4917,RT4
4918,CACO-2
4919,RT4
4920,HEK 293
4921,HeLa
4922,RT4
4923,U-251 MG
4924,PC-3
4925,RT4
4926,A549
4927,RT4
4928,CACO-2
4929,A549
4930,CACO-2
4931,RT4
4932,CACO-2
4933,HEK 293
4934,MCF7
4935,HEK 293
4936,HEK 293
4937,CACO-2
4938,MCF7
4939,RT4
4940,HEK 293
4941,CACO-2
4942,RT4
4943,RT4
4944,HEK 293
4945,A549
4946,PC-3
4947,HEK 293
4948,CACO-2
4949,HEK 293
4950,MCF7
4951,RT4
4952,U-2 OS
4953,MCF7
4954,PC-3
4955,MCF7
4956,CACO-2
4957,RT4
4958,A549
4959,MCF7
4960,CACO-2
4961,U-251 MG
4962,CACO-2
4963,A549
4964,U-251 MG
4965,HeLa
4966,HEK 293
4967,MCF7
4968,CACO-2
4969,HEK 293
4970,U-251 MG
4971,HEK 293
4972,U-251 MG
4973,RT4
4974,PC-3
4975,CACO-2
4976,A549
4977,CACO-2
4978,U-2 OS
4979,MCF7
4980,RT4
4981,RT4
4982,U-251 MG
4983,PC-3
4984,A549
4985,A549
4986,RT4
4987,A549
4988,RT4
4989,A549
4990,MCF7
4991,HeLa
4992,CACO-2
4993,U-2 OS
4994,MCF7
4995,RT4
4996,CACO-2
4997,MCF7
4998,PC-3
4999,RT4
5000,U-251 MG
5001,HeLa
5002,CACO-2
5003,RT4
5004,CACO-2
5005,PC-3
5006,PC-3
5007,RT4
5008,CACO-2
5009,A549
5010,HEK 293
5011,PC-3
5012,MCF7
5013,RT4
5014,HEK 293
5015,PC-3
5016,HEK 293
5017,CACO-2
5018,CACO-2
5019,A549
5020,RT4
5021,MCF7
5022,CACO-2
5023,MCF7
5024,RT4
5025,MCF7
5026,CACO-2
5027,HEK 293
5028,U-2 OS
5029,RT4
5030,CACO-2
5031,HeLa
5032,RT4
5033,U-251 MG
5034,HeLa
5035,HeLa
5036,RT4
5037,HeLa
5038,RT4
5039,RT4
5040,RT4
5041,CACO-2
5042,MCF7
5043,MCF7
5044,HEK 293
5045,HEK 293
5046,MCF7
5047,RT4
5048,RT4
5049,U-251 MG
5050,CACO-2
5051,CACO-2
5052,U-2 OS
5053,HEK 293
5054,MCF7
5055,RT4
5056,U-2 OS
5057,HEK 293
5058,HEK 293
5059,CACO-2
5060,CACO-2
5061,CACO-2
5062,HeLa
5063,CACO-2
5064,HEK 293
5065,RT4
5066,MCF7
5067,HEK 293
5068,HEK 293
5069,RT4
5070,A549
5071,A549
5072,U-2 OS
5073,MCF7
5074,U-2 OS
5075,A549
5076,HEK 293
5077,MCF7
5078,PC-3
5079,HEK 293
5080,U-251 MG
5081,RT4
5082,U-251 MG
5083,HEK 293
5084,MCF7
5085,U-251 MG
5086,PC-3
5087,HeLa
5088,CACO-2
5089,U-251 MG
5090,HEK 293
5091,CACO-2
5092,RT4
5093,HEK 293
5094,HEK 293
5095,RT4
5096,U-251 MG
5097,MCF7
5098,HEK 293
5099,RT4
5100,HeLa
5101,RT4
5102,RT4
5103,RT4
5104,HeLa
5105,HEK 293
5106,CACO-2
5107,HEK 293
5108,RT4
5109,HEK 293
5110,HEK 293
5111,CACO-2
5112,U-2 OS
5113,CACO-2
5114,RT4
5115,A549
5116,RT4
5117,CACO-2
5118,A549
5119,U-2 OS
5120,MCF7
5121,HEK 293
5122,HEK 293
5123,PC-3
5124,U-251 MG
5125,RT4
5126,RT4
5127,RT4
5128,RT4
5129,U-251 MG
5130,RT4
5131,U-251 MG
5132,RT4
5133,HEK 293
5134,A549
5135,MCF7
5136,HEK 293
5137,RT4
5138,CACO-2
5139,MCF7
5140,HEK 293
5141,RT4
5142,CACO-2
5143,RT4
5144,HeLa
5145,HEK 293
5146,A549
5147,CACO-2
5148,U-2 OS
5149,RT4
5150,HEK 293
5151,RT4
5152,A549
5153,CACO-2
5154,HEK 293
5155,HeLa
5156,CACO-2
5157,CACO-2
5158,RT4
5159,A549
5160,U-2 OS
5161,PC-3
5162,HeLa
5163,MCF7
5164,A549
5165,HEK 293
5166,HeLa
5167,PC-3
5168,U-2 OS
5169,PC-3
5170,CACO-2
5171,MCF7
5172,U-251 MG
5173,RT4
5174,A549
5175,CACO-2
5176,A549
5177,U-251 MG
5178,U-251 MG
5179,CACO-2
